pretty_comp,mbj_bandgap
SrCaI4,3.8804
Be2GeIr,0.0118
TlI,2.7173
CaCuSb,0.0586
AlPO4,2.1731
ScAsO4,4.8668
Rb6Br4O,3.2735
Li2AlRh,0.0568
KO2,7.2319
ThTi2O6,3.3427
BaSrO2,3.7281
Nd5AgSe8,1.7146
Ba4CuRh,0.021
K2AgP,2.1085
AgAsF6,2.0084
LiB6C,1.581
Sb3ClO4,4.785
SbSCl9,2.4476
Sm2Fe2Si2C,0.0022
SrPSe3,3.0354
NpH3,0.0035
CdIBr,3.5558
AgCNO,2.7041
KBeMo2,0.0032
NaFeBP2H3,0.3073
ScSiRh,0.019
PmH,0.0283
Sr3BiP,0.6246
Ca2Ge,1.0559
Eu2C(NCl)2,0.0328
BaNpO3,0.0087
Li2H2Pt,0.0221
RbNa7(CoO3)2,0.011
U2InRh2,0.0034
Na2H6Pt,4.812
Tm2AlOs,0.0367
NaErO2,6.4307
BiCl3,4.1783
NaSmTl2,0.028
Y2AlNi2,0.009000000000000001
MnBePd2,0.0084
Ga(HO)3,6.0419
K4Br2O,2.8926
Li7Br3O2,5.7648
UTa2O8,1.347
CdSnF6,6.6868
K2AsAuS4,1.73
Hg2IO,1.7197
Sr2CaI6,4.6401
Na3Li3N2,1.2612
BaGaSb,0.6424
BaZnSn,0.0391
BaSi2,0.0111
Li4H6Os,3.1008
DyNi2,0.0505
Li2FeNiO4,0.0148
Ti3Hg,0.0046
BeBiW2,0.0294
NiCO3,0.0535
KHg2S(ClO)3,3.6153
Cd(AuF)2,1.8389
Na2Zn(H2Se)2,4.6413
U3O8,0.0023
Th(PS3)2,3.0894
Zn(BH4)2,6.4124
KBaIn,0.0307
Lu2NiOs,0.0265
Na2Zn3S4,4.0491
Na4SnO3,3.6557
Ba(BeN)2,2.4231
ScClO,3.6401
Sn2IF3,3.3368
Li2NiO2,2.4469
TmAgTe2,1.2571
DySnPd2,0.0378
U(CoSi)2,0.0036
Li2Fe3F8,0.0055
MgScTl,0.0605
HfAu,0.0147
Ca3Sb2,0.7477
Hf2BeZn,0.0084
Cd(HO)2,3.3705
SmBrO,6.1025
Ca3SnH2,0.4681
Zn2AgSbO6,0.055
YbPd3,0.0097
MgSnP2,2.2159
HoPtF7,2.5542
TbH2Br,3.117
AsBr3,4.0247
MnCo3,0.002
K2BaCdSb2,0.9299
BaNa2Tc,0.0267
DySi2,0.0032
UO2,0.0021
CaZnSe2,2.8778
MnNb2As,0.0127
Zn(HO)2,4.4332
HfInNi2,0.0412
Rb2PrO3,5.9876
CrSi2,0.0728
Sm2SO2,4.6223
Rb2AuI,4.4949
CrFe2Sn,0.0053
Sr(PrSe2)2,2.2924
Sb(IF3)2,1.3401
BaAg2GeSe4,0.8847
Ba4ZrIr,0.0383
SrZnCl4,6.5159
LuTaO4,5.3601
AlZnRh2,0.014
BaTaCl,0.0302
Li2ZrO3,4.9819
HfZnN2,3.2413
RbCrI3,0.0106
Sm2Be2GeO7,6.3959
SrAuO2,1.8623
LiZrSe2,0.0208
MgRh,0.006999999999999999
Pt(SCl4)2,2.3529
TeAuI,1.1468
TiFeO3,0.0019
BaLiH3,3.537
NaHO,6.4268
BeBiPt,0.0038
TmH2,0.0428
SmTe,0.0194
Be2IrBr,0.0163
ZrBRh3,0.1914
RbPbCl3,3.3272
K3CrO4,1.1731
Ba3Ti3(BO)2,2.3356
B4C,2.1598
SbTe2F6,0.9581
Sr(BeN)2,3.2024
Mg3Si4(HO)2,7.8322
Na3Mo(OF)3,4.9484
SrBiClO2,4.8613
GaPO4,7.3192
AgCO2,2.6926
BeCoHg2,0.0161
NaTa3O8,4.2592
Sr(CdGa)2,0.0149
SmBi2IO4,2.7738
KAsO2,4.9141
SrHgO2,3.3823
TaSi2,0.0052
TaBeBr,0.0507
LuAs,0.3339
NaSrP,1.9896
ZrS,0.006
Rb2S,4.4112
InAg(WO4)2,2.2356
UTeP,0.0017
Ca3WO6,4.2706
Li8PO3,3.635
Rb2GeSe3,2.3563
Sr2MnO4,0.0094
RbO2,0.0163
Rb2SnCl6,3.7323
H7BrO3,6.2358
CdGeP2,1.6455
Ba2ZnAg2(SeO)2,2.2947
Y2TeO6,3.7033
CoCuO2,0.0442
Mn2BeV,0.0006
NiSnF6,2.8153
SnGeS3,2.0728
Ag3SI,1.8198
Zn2GeSe4,2.3449
BeTlIn,0.0161
RbCa(H2N)3,4.4459
AlCoF5,0.3543
Rb2PdI6,0.3928
NiSb,0.026
BiBr,0.8974
SrH2Cl2O,5.6006
Sr(MnP)2,0.0057
ZrSiO,0.0135
Mg3Nb6O,0.8804
Ti2AlTc,0.0206
ScCuO2,2.4574
SmCl3,4.8823
KPrSiSe4,2.8818
LiY2Al,0.0486
TaAgO3,2.4138
Li2BeNi,0.0045
Cs2TeI6,1.6269
MnPt,0.0028
Ta2Co,0.0012
AgN3,3.0017
Ca2BeIn,0.0052
NaHS,5.2295
K2Sn,1.5656
Sr3Mg,0.0153
Ca(BiO2)2,2.0778
Ag3PO4,1.9037
TiO2,2.2515
Ti2MnGa,0.1057
AlNi,0.0252
LuAlSi,0.0072
K2Hg3(GeS4)2,2.3442
BH6CN3F4,7.4022
Ca(TiS2)4,0.0125
Mg2CoAs,0.0129
BaZrO3,3.8412
Ca(PIr)2,0.5094
RbCaH3,4.9363
GaN,2.0474
RbCuC2,2.4744
Cd(GaO2)2,3.5113
K2BaMg,0.0055
PuBrO,0.0021
Al2CO,3.7052
InBrO,3.7317
K2Ti(SiO3)3,3.569
Na2BeBi,0.0101
Bi2SO2,1.7315
Be2VCl,0.0388
Sr3Bi2,0.5874
Ca(AsO3)2,4.8156
InGaO3,3.4041
Ba(CdSb)2,0.3575
HgSe,0.911
TiPtPb,0.0549
Te4Mo3S2,0.9144
RbPrS2,3.332
Ba4MgTa,0.0211
Sr3P4,2.1699
KMgP,3.0482
K2AgAs,2.0872
SnPbF4,4.9161
CrPO4,0.0046
RbYTe2,1.7502
Rb2ZrCl6,3.9996
NaMnTe2,0.0044
NaSr2AlP3,1.1383
BaHIO,5.4868
Nd(BO2)3,7.4826
TiGa3,0.0011
PbIF,3.0163
Fe3O5F,0.0026
TiBe2Hg,0.0123
NaAcTe2,1.459
InCoSi2,0.0141
HoLuAg2,0.0035
CaBe3O4,6.4175
SrCaO2,4.8882
ScZnRh2,0.0426
V2CuO6,0.0056
Sm2Se3,0.9725
Lu(HO)3,7.6984
Ba4TcTe,0.0897
Sr3(AlGe2)2,0.0524
SnBr2,2.1586
Ca2Si,1.0242
Yb(MnAs)2,0.0175
LiCdAs,0.3772
HoO3,1.9907
MgI2,4.8210000000000015
Dy2MgTl,0.0177
MgH8(ClO)2,8.2844
Sc2BeCo,0.0019
SrBrF,6.8524
HoGa,0.0051
InI,1.7787
HfZrZn2,0.0404
CoBr2,0.0053
ZnSnO3,1.348
CaCuAs,0.3161
AlAgS2,3.1432
Nd2Ti2S2O5,0.9374
Dy2Fe2Si2C,0.008
BaMn2O8,1.9482
K2NaBP2,2.6363
Sm3CuSiS7,2.1845
BaBrF,6.3792
Li4NpO5,0.1
Li(CuP)2,0.0097
BaAuO2,1.625
MnBe2Ir,0.001
BiTe,0.1375
Y(HO)3,6.3366
RbP(OF)2,8.3899
Ca(MgAs)2,1.807
Sr2LiTl,0.0487
Pm2AgRu,0.0479
Ba4SnRh,0.043
Sr2SnO4,4.1217
NaTbS2,3.2487
NdSF,2.3623
Yb4As2O,1.8844
Ca3(AlN2)2,3.6023
ScSiNi,0.0061
RbZnF3,6.7454
Ba4VSe,0.0894
Ba4MoBr,0.096
RbNdS2,3.3944
MgP4,1.0219
Tm2AgHg,0.0504
TeRhCl,0.8957
RbNO3,4.2391
SrNd2O4,5.0568
BaAsPt,0.0249
Ba(AgTe)2,1.4581
CuHOF,0.0083
BeZn2Cl,0.0087
CaBiAsO6,0.812
HoBi2IO4,2.7496
CdSe,2.0569
NaZnAs,0.8701
LiLuAu2,0.003
BiSeBr,2.2331
ZrPt,0.0143
TbScO3,5.3574
Yb(SiAg)2,0.006
Ba2NbTl,0.0205
SbOF3,3.3626
HoSb,0.0075
LuPO4,7.7641
TiZnO3,1.9635
RbHoO2,5.4677
Ho2Fe2Si2C,0.0097
ThBr4,3.2708
Ti4ZnO9,2.9163
Li2InSb,1.3801
BaNaPb,0.0598
BaSO3,6.4358
AlCr2C,0.0043
Ba3BiP,0.1417
RbC2I3N2,3.5324
BeFe2Mo,0.0052
UNiSn,0.0089
MgScGa,0.1596
GaCuSe2,1.3915
TlBiP2S7,2.7829
Ca2BeBi,0.0127
Sr2FeWO6,3.403
NaPmTe2,0.5694
Na3VH6O7,4.2747
Mg4BeV,0.004
AlPt3,0.0064
ScSiPt2,0.0037
InSn2Br5,2.5054
TlF,3.1691
ZnSnP2,1.6891
SbBr3,3.716
Hg(AsO3)2,2.4277
Ni3(BiS)2,0.0082
Y3CuGeS7,2.2938
K2SnCl6,3.7046
KSbF6,6.7775
LiNd2HO3,3.3216
KVO3,3.3449
KSmSe2,2.9332
In2GaBiS6,2.7606
Dy2SeO2,3.5142
Li3Al2VO6,3.9097
Na2Zn3Se4,3.1962
Rb3SbO3,3.8515
BeCoTe2,0.0052
TaBe2Hg,0.0048
WSCl4,2.3133
Tb2SeO2,3.4806
HgCS(OF)3,4.6482
AcCl3,6.1875
CaClF,7.4697
NdInRh2,0.0138
NaNO3,4.5122
NaAlTe2,2.291
KYSiS4,3.4709
BaZrSe3,0.3707
Mo2As3,0.002
ScOF,5.2649
LiIn2Rh,0.034
U(BiO3)2,1.751
Na3BrO,3.9988
ErH3,0.3331
NaN3,5.2723
Al3Mo,0.0202
ScAgSe2,1.2041
SrLi2Nb2O7,2.2
TmLuCo2,0.0328
CdBiClO2,4.3707
Rb3ClO,2.6088
Sm2Ti2S2O5,1.1389
Be2FeMo,0.1437
TbRh3C,0.0596
AlN,5.6989
Na3BiO4,1.6745
SrMgGe,0.3386
VGaNi,0.047
BaYPt2,0.0065
BaSrPb,0.5049
Ca2PbO4,2.6035
Mn3CrO8,0.0085
K2NaVOF5,1.1611
LiCuS,2.4975
NaAu(SO4)2,2.1892
Be2CrCd,0.0081
V3Fe3(TeO3)2,0.0111
VO,0.0023
TbAlPd,0.0101
Na3AgS2,3.4639
Ca3BiN,0.9501
LiPrSn,0.0765
K2TiF6,5.0177
Sc2CuPt,0.0322
TbO3,3.3247
K2Sr2O3,4.6926
CdPtF6,2.6975
Te2Mo,1.2292
Mg2H6Os,3.6506
MnClO3,2.0934
KSb2,0.8554
Sr3V2O8,3.8395
LiAuI4,1.0007
BeMoIr2,0.0037
BaHgW2,0.0133
Li6I3N,3.6906
TbAgSe2,1.4941
TaGa3,0.0055
MgTa2O6,4.2542
Lu2PdRu,0.0239
Be(FeSi)2,0.0119
SrCa2I6,4.5659
YCuSe2,1.3276
Rb3Hf,0.002
NaTeAu,0.6868
ZnPtF6,2.5078
Er(SiOs)2,0.0007
Si3PH9,5.2737
Ba3Ti2O7,2.2806
MnBeIr2,0.004
CoSnF6,2.3143
Ho(HO)3,6.1459
Na2UO4,2.1933
ZnRe2As,0.0082
RbTbS2,3.5339
Pr3SiAgS7,2.5108
Ca(PPd)2,0.0098
TiFeCoSi,0.0208
OsC4(ClO2)2,3.5545
CaZrPd,0.021
LaWN3,1.1264
BeCdCu2,0.0385
MgSc,0.1148
PbF2,5.7329
VSbRu,0.259
Ti3Zn2O8,2.6983
Yb(ZnAs)2,1.3201
BeCu2Mo,0.0015
TcSO6F,5.7006
TbCdPd2,0.053
VCdAgO4,2.3518
K2BeSe,0.0611
Ca2TaBiO6,2.6806
VBiO4,2.9349
BaP2(HO)4,7.5911
NaNdSe2,2.6010000000000004
WSe2,1.4349
GeS,1.4582
DyAsO4,5.4394
KAuO2,2.0057
HfZnAu2,0.0698
Hg3(ClO)2,1.3668
LiTiV3,1.7252
Sm3AuO6,2.1521
Cl2O,2.356
Li2PmGa,0.1154
MgTiF6,4.9994
TeO2,0.5987
Tm4B6O5,7.0847
Rb2SnAs2,1.7369
InAgTe2,0.9722
Te2O5,2.5944
MgTe,1.4103
Ba(ZnP)2,0.408
Lu3AlN,0.0188
Ba2RuO4,0.0277
TiZnIr2,0.1548
LuMgAu2,0.017
NaCrSe2,0.0169
Al5CuSe8,1.0621
Rb3H5Pd,3.1559
ZrBeNb,0.0033
NaAlPO4F,8.1089
Cr2OF2,0.5697
Ti3AlC,0.0228
TlBiF4,4.4168
SrCa(CO3)2,6.665
Ni2H,0.0161
TbInAg2,0.0452
Al2HgO4,2.6444
Ca(BN)2,5.5883
BaCaO2,3.6076
BeCrPd,0.0005
HfSiRu2,0.1775
ThTaN3,0.8275
DyMgIn,0.0346
Ti3As,0.0127
Ti2TcPt,0.0301
AgPS3,1.8336
CdAs2,0.8553
Cr3N2,0.0006
Ca3AsBr3,2.176
Ba2YGa,0.0247
NpTe,0.012
SmI3,2.8732
Li7VO5F,0.0074
Ba2CrCd,0.0379
NaTl2InF6,5.5811
Sm(MnSi)2,0.0016
Al2Ru,0.0071
RbCO2,4.2448
HfSe3,0.9757
Sr2H6Ru,2.3836
InCl,1.8414
Sc2ZnAu,0.0043
AlBO3,7.8606
BaHCl,4.8377
BeCo2Os,0.0016
Be2CrNi,0.0388
Tl3PO4,3.7227
Ca2H3Br,3.1351
K2BaSe,0.0235
NpAl4,0.0001
CaZrGeO5,4.9955
BeNbCr2,0.0025
MgGeO3,4.41
MnCoTe,0.0224
B6O,2.4022
BaRuPt2,0.0204
CdPS3,2.9891
ZrBePd,0.0526
RbNiCl3,0.0221
CoMoP,0.0044
Tb3InC,0.0249
SnBrF,2.8886
GaCuCl4,2.1891
CuBSe2,1.9828
KBaBi,1.7433
Ti3PO2,0.0116
NbI2O,0.8477
Cu2HgI4,0.6013
AsH6NO4,6.2047
Ca3AsCl3,2.4688
BaMgO2,5.4131
BeGa4W,0.1072
KTlO2,2.1529
ScBe2Cu,0.0283
LuVO4,3.2609
BaCuBr2,0.0225
U2Ni2Sn,0.0035
LiErS2,2.7729
Ba2Ca(BO3)2,5.526
TmC2,0.0134
K2Ge2Pb2O7,4.5005
AlFeF5,0.5579999999999999
K3Co2F7,0.0522
NaCaBe,0.0073
K2MnH2OF5,0.3446
CaTm2O4,4.962
Te3WO2,2.2831
PAuS4,1.4509999999999998
Si(AgO)4,1.4943
YSF,3.5351
In2Pt2O7,2.529
TaCu3Te4,1.5513
Sm2Ti3(BiO)2,2.3528
PrZnSbO,0.8086
Hg(ClO3)2,4.9537
BeCoPt2,0.0015
ZrCl,0.0514
PI3,2.7232
ErAu4,0.0055
HoNbO4,4.1548
NiTe2,0.0153
RbH,5.0731
BeTcNi,0.0039
Lu2OsPd,0.0495
Sc2AlZn,0.0089
ZrCoP,0.0125
VGaFe2,0.0547
Xe(OF)2,2.7741
BaMgTe,1.0909
SiS2,3.5611
Pr3SnC,0.0704
Ba2YBr7,3.768
K2RbPt,0.0947
ErAl2,0.0117
LiCaAs,2.4401
CuHgSeBr,1.1484
LuP,0.3557
LiBe2Ni,0.0131
DyNbO4,4.7243
As2Pt,0.2541
InCuS2,0.6254
LiYb2Tl,0.0473
K3Nb3(BO)2,2.5075
Mg(InS2)2,2.7512
KCdAs,1.4066
MnBe2Ir,0.0025
CrIrRu,0.0173
TiSb,0.0174
SnI4,1.2602
LaGaO3,4.4654
Na4CO4,6.3174
LiSi,0.471
Rb2PtCl6,2.2375
RbTbSe2,2.9602
SmSnF7,7.2727
TlGeF3,5.1566
Eu(HO)3,6.1209
TlAgO2,0.2789
Tl2CdTe4,0.3683
PdF3,0.0133
TlSb,0.012
Nd4S3NCl3,3.8053
Sm6Si4S7,3.2066
H6PbCI3N,2.1006
BaTiZn,0.0108
CdSnO3,1.7496
HfMo2,0.0256
HoAs,0.2736
K2VAgSe4,1.1411
K2HBrO,6.6476
K3SbSe4,2.305
Na4SnSe4,2.8755
Tl2SnF6,5.0617
ZnBi2O5,0.46
SbPbClO2,3.4283
YCuSn,0.1081
KSO4,4.5738
BaSrCl,0.0135
Th(AsOs2)2,0.5252
CdSbS2Cl,2.4290000000000003
SiH4,7.7896
SmAlAg2,0.0143
AgBr,2.5156
NaNb3O8,2.9648
BaIF,4.9939
Na2HgO2,2.9149
TiPd2,0.0092
In2HgSe4,1.6386
CdPdF6,1.9239
CaBiF6,7.3516
CuMoF6,0.8543
SrAgBi,0.145
BaNaSc,0.0489
Sm3CuSnS7,2.147
SrLiNb2O6F,2.5772
NdI2,0.016
LuAgS2,1.9905
VAgHgO4,1.9532
Tl2CdGeTe4,0.7614
BaTePd2,0.0316
AlTl2F5,5.2197
Pr(MnGe)2,0.0057
Ca3BiAs,0.6188
DyTaRu2,0.025
K2S5,2.6302
RbSbBrF3,5.3169
Rb2TaAgS4,3.0237
Ba(AgS)2,2.3651
AlVO4,3.2156
MnBe2Cd,0.0044
Sr(H2N)2,4.802
Ho2TiO5,3.5212
Si(CN2)2,5.6497
Ba4TiRh,0.008
BaHgSb,0.0864
Mg2PN3,5.1476
K2SeBr6,2.1607
CrFe2Si,0.0249
Yb4Mg3H4,5.174
Sc2S3,1.5326
YBi2IO4,2.9829
PmAgHg2,0.0695
TiBe2Ge,0.0408
Ba2NF,1.2817
Rb3TlF6,5.2509
Ba(AsRu)2,0.0024
CdAgPd2,0.0361
BaCa2Ir,0.0081
Cd2P3Br,1.8686
RbAgO2,1.558
HoSnPd2,0.0352
Li3AuS2,2.9835
Na2AgSb,1.4251
PdPtF6,1.3825
NdMg,0.0268
U2TeN2,0.0043
Ba2ErSbO6,4.6965
Sn7S2,2.4186
Sr2As,0.0304
ErSe,0.031
CaIn2O4,3.9724
Li3PrSb2,0.2003
NdHg,0.0081
Rb2Hf2O5,4.2735
Ba4CaV,0.0575
ErSCl,3.9386
CdBr2,4.4812
MnGa,0.0003
Pb(ClO3)2,5.8468
Li4MnF7,0.0288
TbCl,0.1226
TaTcPb2,0.0244
Ca3Pb,0.0955
Ca3AsN,1.4162
Mn2InCo,0.0407
K2Sn2O3,2.5826
TmMg,0.0325
YSeF,2.3773
Zn2In2S5,0.7087
SrAgP,0.7476
K4BeP2,2.716
HgF2,3.6443
Li2AgBi,0.0308
CaHI,4.2382
K2HfF6,9.6635
Na2PtO2,2.2863
EuIO,4.5713
ZrCoF6,2.918
HoBi2BrO4,3.2113
NdBN2,3.1311
ThO2,5.0126
KTaO3,3.3263
DyClO,6.3672
NbSbO4,3.1798
NbCr3,0.0169
Te(HO2)2,2.4122
MgAl2O4,6.6687
K2GeSe3,2.6477
TaTl3S4,3.2030000000000003
AcF3,8.3784
SrB4O7,8.8927
CdO,1.3064
SiPd,0.0083
UBC,0.01
MnAlF5,0.3643
Sr3SbP,0.5305
KAuBr4,1.327
Hg(CO2)2,4.4339
TmAs,0.3206
Hg2GeO4,2.2884
SeBr2,1.872
PrCl3,5.3932
TiGa2,0.0028
CdS,2.2803
Si4P4Ru,1.7408
RbNa2Sb,1.8486
Pt(SCl3)2,2.3845
CaMgSn,0.0643
PrH2,0.1504
K2SnHgSe4,2.4009
LiVTe3O2,1.7506
YSc4Be,0.0245
TiBeTe,0.0024
CaAl2SiO6,6.6634
Na4H6Ru,2.4534
Sm(SiIr)2,0.0047
Li2Si2NiO6,4.3239
K4P2PdS8,1.9903
ErGa2,0.0176
TaBePt,0.017
TlSbO3,2.5801
Pm2CuRu,0.0377
Mg(BC)2,2.4041
NaYPO4F,7.4634
SbPO5,3.7295
TiBe2V,0.0092
Ba2Li3TaN4,3.1437
TmBiO3,3.9891
Li3SmSb2,0.0751
Ba(InTe2)2,1.4651
LiAg3O2,1.3730000000000002
BiSeI,2.2243
LuPaTc2,0.0365
HgIBr,2.9362
HfReAs,0.0628
Rb4In2S5,3.4507
BaLiAs,1.3701
AgTeO3,1.3619
Be2CuMo,0.009000000000000001
AgBiO3,0.0682
ErCl3,5.1284
Mg3Mo,0.0358
ErAgSe2,1.8244
TiBe2Pt,0.5216
Sm3PbC,0.0568
LuBi2IO4,2.8618
LuMoClO4,3.7609
Hf3N2O3,4.5843
K2RbBiSe3,3.0189
MnV2Os,0.0043
ZrMoAs,0.0038
SiC,3.4296
U2Cr3Si,0.004
Sr(PrS2)2,2.8165
BaCaAlF7,9.6064
BaSrSn,0.5576
Rb4CO4,1.7168
FePbO3,0.021
CuCl,1.5812
TlBS2,2.6394
CoO2,0.0017
BeInRh2,0.0077
Tm2S3,1.9192
CuCClO,2.7517
YScBe2,0.035
NaHo2F7,9.6808
Ca(MnSb)2,0.0223
RbAlF4,9.968
LiLu2Ga,0.0338
TlF,3.8061
BeCr2Cd,0.0349
UTe,0.008
SbS8Cl3,3.5526
NaYS2,3.1023
PbF4,3.0198
Li3SmBi2,0.135
MnO2,0.0194
Na5InS4,3.7848
K3BS3,4.0095
BeMoBr4,0.0207
Er(MnSi)2,0.0092
TaAlNi2,0.1275
ZrSiS,0.0071
KPrGeSe4,2.3081
Mg2Ta2SnO8,3.3635
Sr(GaTe2)2,0.9245
Er2O3,5.9872
Rb3BAs2,2.4588
Ho6MnBi2,0.0086
ErTlTe2,1.0308
Sc2AlAg,0.015
Sc2Ti2O7,4.0644
AlClO,7.6826
Ca(SnO2)2,0.0102
NaInTe2,1.5531
BiSbO4,3.414
Be2InTc,0.2452
CrBrO,0.0042
SrHCl,5.2881
NaAg(CN)2,3.3005
RbCl,7.8694
Sr(MgAs)2,1.9476
ZrCuSi,0.0141
CuAsSe2,0.8358
Ho3GaC,0.0262
MgAs4,1.3781
BeGaRe2,0.0034
HfVF6,2.3452
HfPtPb,0.0364
BeGa2Tc,0.0042
Ba2PrSbO6,5.0463
NdBi2IO4,2.7214
NaZr2FeF,1.578
SrHg,0.0131
MgS,5.064
Yb(PrS2)2,2.6675
Na3UF8,0.083
Te2I,0.6368
K2Pd3S4,1.1737
V3As,0.0293
CoF2,0.0099
RbSnI3,2.7036
K3Na(RuO4)2,1.5409
TiSi,0.0018
TmCl3,6.1697
AgI,2.2005
ErZn,0.0062
U2SN2,0.011
HoIn5Co,0.0059
BaReH9,4.8012
CeH3(CO2)3,2.9256
Yb(MgSb)2,1.2547
HgBrO3,3.8587
Lu2CdS4,2.3335
SiH6(NF2)2,9.9345
ZrTe2Br5,1.1702
NaLiPt,0.4658
CoAsS,0.0046
K2YNb5O5,2.2864
Ba(H2O3)2,4.3997
TbAg3,0.002
LuSBr,3.9102
YOF,6.6337
Sc2FeAs,0.0196
TiBi2O5,2.8514
MnBeRe2,0.0048
Ca(NdTe2)2,1.4993
Ba4HfW,0.0275
Re3Sb,0.0207
Sm3Sc,0.0039
BiF5,2.2955
Li2Co2Si2O7,0.0039
LiYS2,0.7908
BaSr3O4,4.0178
AgBrO4,1.0427
NdSeF,1.8284
SmTlO2,2.398
LuBi2BrO4,3.3505
Be5Pd,0.0502
VCu3S4,1.1968
AlFe2,0.0086
TlGeBr3,1.2135
RbC,5.2649
NaScAs2O7,5.181
Ba2BiAu,0.8248
ScN,0.736
SrReN3,2.5094
PrAl4,0.0047
Be2NbCo,0.4519
InBiO3,3.9353
Yb2ZnRh,0.0074
MgCl2,6.0305
Na2SnTeO6,2.3376
HfFeP,0.0187
UC,0.0121
ReAgO4,2.3173
AlGaRu2,0.001
Te4W3S2,0.1896
K3LuSi2O7,7.0073
U3Te4,0.0082
PrOF,6.0262
HfMgAu2,0.0626
Sm(ErS2)3,1.7827
Sb2H8Pt(O2F)2,2.6439
CuBr,1.2865
Zn(GaS2)2,3.3804
CS2NClO2,3.1031
Sr(AlPb)2,0.0055
LiTeHO4,1.5786
HBr,6.0823
BeNiBr,0.0326
MnBeCu2,0.0046
Ga3Os,1.0602
MgCu(SiO3)2,4.5127
Na2CuP,1.3009
K2O2,4.8343
Hf2SN2,1.8701
Co2NiO6,0.0048
ZrPb3,5.3398
Tm3GaC,0.0448
TaBeV2,0.0082
Sm2Re2Si2C,0.0027
Ag2HgSI2,2.2704
KNa(BH4)2,8.6298
Li7NbO6,4.167
Dy2S3,1.5132
TiAg,0.001
BeZnO2,4.478
TiCdF6,4.8607
Sm3NbO7,3.16
Cu3N,0.339
Hg3(BO3)2,3.4226
PrTlSe2,1.6398
YHO2,5.8308
CaPbO3,1.6196
Ba4ZrBe,0.0277
CuBiSCl2,0.6126
SrAl4O7,5.3407
TaO2F,3.3068
Sm2PbSe4,2.1467
Na4CdP2,1.8193
K3MnO4,1.0252
In2O3,2.7859
MgSnO2,2.3891
NaErCl4,6.1814
BaTlSb,0.8827
CaTiO2,0.0834
B4CCl6O,5.282
PbSe,0.0729
Ba4InIr,0.0132
MoF6,4.6971
Ag2HgI4,1.8489
CaPbI4,3.582
KGeBr3,1.6264
YbPaRu2,0.0343
TbAgSn,0.1166
GaCuS2,1.5436
Ni3Au,0.0031
LiScS2,2.0323
Cd(GaSe2)2,2.7232
Ba2PCl,1.8389
Ba3In2Br2O5,3.1356
Be2TlCd,0.0086
Tb2S3,1.5036
Tl2SiF6,6.1097
FeNiN,0.0061
CuH6(NO)4,1.7587
DyGa2,0.0052
SiC2,0.0431
Zn2Cu(AsO4)2,2.7112
MoS2,1.2929
IO2F,4.1825
NaDyO2,6.1293
YAgSn,0.1052
Dy2CdS4,2.1725
ZnSnF4,5.1701
K2PtCl4,2.2048
NbFeB,0.0009
SrHI,4.138
RbPrSe2,2.7827
KV5Se8,0.0037
VSi2,0.0036
SbClO,3.0375
V2C,0.0106
NaH2AuC4(S2O)2,2.4577
Sr2InI5,3.457
SNCl,3.3946
Ag5(PbO3)2,0.0143
YbAgGe,0.0097
Zn(InTe2)2,1.7741
WF6,5.9609
K2Te2Pt,1.3234
SbS2NCl6,2.0509
NbIO2,1.3107
GeO2,2.2028
Tb3Sb4Au3,0.6482
KYS2,3.2551
ZrInNi2,0.0358
BeBiPb,0.0079
U(CrC)4,0.0008
SbCl(OF3)2,2.1737
Sm2SCl4,4.38
Rb(SbSe2)2,1.7863
As2S3,3.0579
AuSeCl7,2.3819
BaZrCl,0.0205
Li3TaO4,2.9587
PbS,0.2111
K4Ba(VS4)2,1.6509
BaCuSeF,2.0718
RbScO2,4.5633
ThSe2,1.148
NbAlOs2,0.1352
Ba2SbI,2.015
MgGeP2,2.2192
BeZnSe2,0.0079
Pr3Si2S8Br,3.3704
Tl2SiS3,2.6852
PbS,1.2978
Sc2IrPd,0.027000000000000003
Zr2Np,0.0085
SiBi2O5,4.3627
Li3NdAs2,0.3977
CaMgNiH4,2.0919
Mg(PtO2)3,0.6859
Tb2O3,5.5037
Ba(NdSe2)2,2.1527
NbBi2Mo,0.012
InCuO2,0.529
BrClO,2.2182
HfGaCo2,0.0859
Cd(CN)2,7.357
TbMn2,0.0088
TaGeAs,0.0443
TbOF,7.0415
InFe2CuSe4,0.0389
ErNi2,0.0276
Mg2Al2Se5,2.2839
SiNi,0.0033
K4CO4,6.3610000000000015
Hf2Ni,0.0025
PI2,2.3942
K3Sb2N2O6F7,4.2001
Ti3O2,0.0074
ZnSiO3,2.8603
Sr(BiB2)2,4.9561
Mn3Al,0.0118
Na3SbO4,3.7674
CaMnO2,0.3565
KAs,1.6492
NdScGe,0.0103
TeW2Se2S,0.1973
NaBe2Pd,0.0173
Cr3O,0.0057
Sr(BiO2)2,3.458
BeCoMo2,0.0047
SbN,1.8275
RbTmO2,5.6248
ScCo,0.0115
TiOF2,3.5853
CaBeGe,0.0026
PuAl2,0.0025
ZrBe2Pd,0.0063
PSe,2.6807
Ti2Ga3,0.0381
SrMgH4,4.4419
Li5TaO5,4.9611
YbH3Pd,0.0324
NbInRu2,0.0139
K4SnSb2F4,6.4104
MgSO4,8.3629
Ag2SO4,3.1132
Rb4CuSi2O7,4.0818
CaSm2O4,5.4216
Sm(CoB)2,0.0164
